section,a,b,locus_overlap,reading_agreement,n_shared_concepts,n_comparable_claims
26,IbnShuib,SaportaOxford1645,0.2421,0.0769,23,52
26,IbnShuib,UnKnownEskorial,0.187,0.069,23,29
26,IbnShuib,UnKnownVatikan214,0.2061,0.0513,27,39
26,KenegedAsaraMaamaritLondon847,KeterShemTov,0.0917,0.1429,10,14
26,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.1429,0.04,13,25
26,KenegedAsaraMaamaritLondon847,RAMBAN,0.1101,0.0556,12,18
26,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.0702,0.3333,4,3
26,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.0714,0.0714,13,14
26,KenegedAsaraMaamaritLondon847,SaportaOxford1645,0.1176,0.0,10,16
26,KenegedAsaraMaamaritLondon847,UnKnownEskorial,0.1284,0.125,14,16
26,KenegedAsaraMaamaritLondon847,UnKnownVatikan214,0.125,0.0,15,24
26,KeterShemTov,MeiratEinayim,0.0692,0.0,9,10
26,KeterShemTov,RAMBAN,0.1387,0.1304,19,23
26,KeterShemTov,Rabenu_Bahayii,0.0435,0.0,4,4
26,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.1275,0.0465,26,43
26,KeterShemTov,SaportaOxford1645,0.1304,0.037,15,27
26,KeterShemTov,UnKnownEskorial,0.188,0.0,25,36
26,KeterShemTov,UnKnownVatikan214,0.1644,0.0667,24,30
26,MeiratEinayim,RAMBAN,0.0682,0.0,9,11
26,MeiratEinayim,Rabenu_Bahayii,0.0658,0.0,5,6
26,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.0644,0.0909,13,11
26,MeiratEinayim,SaportaOxford1645,0.1058,0.2667,11,15
26,MeiratEinayim,UnKnownEskorial,0.1,0.0,13,21
26,MeiratEinayim,UnKnownVatikan214,0.0915,0.0,13,17
26,RAMBAN,Rabenu_Bahayii,0.0652,0.0,6,7
26,RAMBAN,Ricanati_Zicaron_aharon_ed,0.1658,0.1786,33,56
26,RAMBAN,SaportaOxford1645,0.211,0.0698,23,43
26,RAMBAN,UnKnownEskorial,0.203,0.12,27,25
26,RAMBAN,UnKnownVatikan214,0.2286,0.0667,32,45
26,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.0552,0.1111,9,9
26,Rabenu_Bahayii,SaportaOxford1645,0.0746,0.0,5,8
26,Rabenu_Bahayii,UnKnownEskorial,0.087,0.1667,8,6
26,Rabenu_Bahayii,UnKnownVatikan214,0.0769,0.0,8,5
26,Ricanati_Zicaron_aharon_ed,SaportaOxford1645,0.1908,0.1042,33,96
26,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.1584,0.0735,32,68
26,Ricanati_Zicaron_aharon_ed,UnKnownVatikan214,0.1604,0.0645,34,62
26,SaportaOxford1645,UnKnownEskorial,0.1964,0.1132,22,53
26,SaportaOxford1645,UnKnownVatikan214,0.2167,0.0588,26,68
26,UnKnownEskorial,UnKnownVatikan214,0.4746,0.1852,56,108
26_1,DaatChachamVatokan107,DaatChachamVatokan114,0.7778,0.5,7,10
26_1,DaatChachamVatokan107,IbnShuib,0.1176,0.0,4,1
26_1,DaatChachamVatokan107,KeterShemTov,0.0417,,2,0
26_1,DaatChachamVatokan107,MeiratEinayim,0.1724,0.0,5,9
26_1,DaatChachamVatokan107,RAMBAN,0.1,0.3333,4,3
26_1,DaatChachamVatokan107,Ricanati_Zicaron_aharon_ed,0.0455,0.0,2,2
26_1,DaatChachamVatokan107,UnKnownEskorial,0.1724,0.0,5,2
26_1,DaatChachamVatokan107,UnKnownVatikan214,0.1923,0.0,5,2
26_1,DaatChachamVatokan114,IbnShuib,0.1176,0.0,4,2
26_1,DaatChachamVatokan114,KeterShemTov,0.0417,,2,0
26_1,DaatChachamVatokan114,MeiratEinayim,0.1724,0.0,5,9
26_1,DaatChachamVatokan114,RAMBAN,0.1,0.3333,4,3
26_1,DaatChachamVatokan114,Ricanati_Zicaron_aharon_ed,0.0455,0.0,2,2
26_1,DaatChachamVatokan114,UnKnownEskorial,0.1724,0.0,5,2
26_1,DaatChachamVatokan114,UnKnownVatikan214,0.1481,0.0,4,1
26_1,IbnShuib,KeterShemTov,0.125,0.1429,8,7
26_1,IbnShuib,MeiratEinayim,0.1429,0.2,7,5
26_1,IbnShuib,RAMBAN,0.3469,0.0,17,18
26_1,IbnShuib,Ricanati_Zicaron_aharon_ed,0.1525,0.0,9,6
26_1,IbnShuib,UnKnownEskorial,0.1915,0.0833,9,12
26_1,IbnShuib,UnKnownVatikan214,0.2045,0.1667,9,12
26_1,KeterShemTov,MeiratEinayim,0.0968,0.0,6,4
26_1,KeterShemTov,RAMBAN,0.0986,0.25,7,4
26_1,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.1111,0.25,8,4
26_1,KeterShemTov,UnKnownEskorial,0.0794,,5,0
26_1,KeterShemTov,UnKnownVatikan214,0.0656,0.0,4,1
26_1,MeiratEinayim,RAMBAN,0.1698,0.0,9,11
26_1,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.1034,0.25,6,4
26_1,MeiratEinayim,UnKnownEskorial,0.0833,0.0,4,5
26_1,MeiratEinayim,UnKnownVatikan214,0.0889,0.0,4,4
26_1,RAMBAN,Ricanati_Zicaron_aharon_ed,0.1212,0.1111,8,9
26_1,RAMBAN,UnKnownEskorial,0.24,0.0833,12,12
26_1,RAMBAN,UnKnownVatikan214,0.2292,0.25,11,8
26_1,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.0847,0.0,5,1
26_1,Ricanati_Zicaron_aharon_ed,UnKnownVatikan214,0.0702,0.0,4,1
26_1,UnKnownEskorial,UnKnownVatikan214,0.4848,0.4545,16,22
27,Comment_a_shuib_Parma_68,DaatChachamVatokan107,0.0571,0.0,4,1
27,Comment_a_shuib_Parma_68,DaatChachamVatokan114,0.0274,0.0,2,1
27,Comment_a_shuib_Parma_68,IbnShuib,0.057,0.0769,11,13
27,Comment_a_shuib_Parma_68,KenegedAsaraMaamaritParis868,0.0471,0.6,4,5
27,Comment_a_shuib_Parma_68,KeterShemTov,0.0282,0.0,4,1
27,Comment_a_shuib_Parma_68,MeiratEinayim,0.0514,0.0417,22,24
27,Comment_a_shuib_Parma_68,RAMBAN,0.0455,0.0,6,7
27,Comment_a_shuib_Parma_68,Rabenu_Bahayii,0.0694,0.0,10,7
27,Comment_a_shuib_Parma_68,Ricanati_Zicaron_aharon_ed,0.0535,0.0625,10,16
27,Comment_a_shuib_Parma_68,UnKnownEskorial,0.0222,0.0,2,1
27,Comment_a_shuib_Parma_68,UnKnownVatikan214,0.0375,0.0,3,1
27,DaatChachamVatokan107,DaatChachamVatokan114,0.5405,0.3448,20,29
27,DaatChachamVatokan107,IbnShuib,0.0508,0.1667,9,6
27,DaatChachamVatokan107,KenegedAsaraMaamaritParis868,0.0597,0.0,4,6
27,DaatChachamVatokan107,KeterShemTov,0.0407,0.3333,5,3
27,DaatChachamVatokan107,MeiratEinayim,0.041,0.0606,17,33
27,DaatChachamVatokan107,RAMBAN,0.0256,0.0,3,3
27,DaatChachamVatokan107,Rabenu_Bahayii,0.0462,0.0,6,3
27,DaatChachamVatokan107,Ricanati_Zicaron_aharon_ed,0.0468,0.0,8,8
27,DaatChachamVatokan107,UnKnownEskorial,0.0423,,3,0
27,DaatChachamVatokan107,UnKnownVatikan214,0.0156,,1,0
27,DaatChachamVatokan114,IbnShuib,0.0625,0.2,11,5
27,DaatChachamVatokan114,KenegedAsaraMaamaritParis868,0.0746,0.1667,5,6
27,DaatChachamVatokan114,KeterShemTov,0.0403,0.2,5,5
27,DaatChachamVatokan114,MeiratEinayim,0.0384,0.1481,16,27
27,DaatChachamVatokan114,RAMBAN,0.0168,0.0,2,1
27,DaatChachamVatokan114,Rabenu_Bahayii,0.062,0.0,8,9
27,DaatChachamVatokan114,Ricanati_Zicaron_aharon_ed,0.0588,0.0,10,6
27,DaatChachamVatokan114,UnKnownEskorial,0.0417,,3,0
27,DaatChachamVatokan114,UnKnownVatikan214,0.0154,,1,0
27,IbnShuib,KenegedAsaraMaamaritParis868,0.0691,0.3,13,10
27,IbnShuib,KeterShemTov,0.1266,0.0303,29,33
27,IbnShuib,MeiratEinayim,0.1331,0.0769,66,78
27,IbnShuib,RAMBAN,0.1468,0.1143,32,35
27,IbnShuib,Rabenu_Bahayii,0.1176,0.0,28,21
27,IbnShuib,Ricanati_Zicaron_aharon_ed,0.136,0.0638,37,47
27,IbnShuib,UnKnownEskorial,0.0794,0.1,15,10
27,IbnShuib,UnKnownVatikan214,0.0541,0.0,10,1
27,KenegedAsaraMaamaritParis868,KeterShemTov,0.0752,0.0,10,10
27,KenegedAsaraMaamaritParis868,MeiratEinayim,0.0493,0.0741,21,27
27,KenegedAsaraMaamaritParis868,RAMBAN,0.0976,0.0667,12,15
27,KenegedAsaraMaamaritParis868,Rabenu_Bahayii,0.0414,0.0,6,4
27,KenegedAsaraMaamaritParis868,Ricanati_Zicaron_aharon_ed,0.0543,0.0,10,10
27,KenegedAsaraMaamaritParis868,UnKnownEskorial,0.0595,0.0,5,3
27,KenegedAsaraMaamaritParis868,UnKnownVatikan214,0.0127,,1,0
27,KeterShemTov,MeiratEinayim,0.0933,0.0811,43,37
27,KeterShemTov,RAMBAN,0.0667,0.0909,12,11
27,KeterShemTov,Rabenu_Bahayii,0.0722,0.0,14,8
27,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.1729,0.1429,37,35
27,KeterShemTov,UnKnownEskorial,0.0355,0.0,5,2
27,KeterShemTov,UnKnownVatikan214,0.0458,0.0,6,1
27,MeiratEinayim,RAMBAN,0.0759,0.1538,35,39
27,MeiratEinayim,Rabenu_Bahayii,0.113,0.0299,52,67
27,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.1562,0.0449,75,89
27,MeiratEinayim,UnKnownEskorial,0.0465,0.0,20,16
27,MeiratEinayim,UnKnownVatikan214,0.045,0.0,19,10
27,RAMBAN,Rabenu_Bahayii,0.0526,0.0,10,5
27,RAMBAN,Ricanati_Zicaron_aharon_ed,0.0565,0.0,13,14
27,RAMBAN,UnKnownEskorial,0.0952,0.1111,12,9
27,RAMBAN,UnKnownVatikan214,0.1121,0.0,13,7
27,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.1068,0.12,25,25
27,Rabenu_Bahayii,UnKnownEskorial,0.0548,0.0,8,2
27,Rabenu_Bahayii,UnKnownVatikan214,0.0507,,7,0
27,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.0591,0.2,11,5
27,Ricanati_Zicaron_aharon_ed,UnKnownVatikan214,0.0503,1.0,9,1
27,UnKnownEskorial,UnKnownVatikan214,0.3833,0.2083,23,24
29,IbnShuib,KenegedAsaraMaamaritMinchen40,0.1786,1.0,5,1
29,IbnShuib,KeterShemTov,0.1463,0.3333,6,3
29,IbnShuib,MeiratEinayim,0.0952,0.1111,6,9
29,IbnShuib,RAMBAN,0.1091,0.125,6,8
29,IbnShuib,Rabenu_Bahayii,0.1739,0.0,4,1
29,IbnShuib,Ricanati_Zicaron_aharon_ed,0.1143,1.0,4,1
29,IbnShuib,UnKnownEskorial,0.1667,0.0,4,3
29,IbnShuib,UnKnownVatikan214,0.1316,0.0,5,4
29,KenegedAsaraMaamaritMinchen40,KeterShemTov,0.1556,0.1667,7,6
29,KenegedAsaraMaamaritMinchen40,MeiratEinayim,0.0725,0.25,5,4
29,KenegedAsaraMaamaritMinchen40,RAMBAN,0.0476,1.0,3,1
29,KenegedAsaraMaamaritMinchen40,Rabenu_Bahayii,0.1034,0.0,3,1
29,KenegedAsaraMaamaritMinchen40,Ricanati_Zicaron_aharon_ed,0.1579,0.2,6,5
29,KenegedAsaraMaamaritMinchen40,UnKnownEskorial,0.1,0.5,3,2
29,KenegedAsaraMaamaritMinchen40,UnKnownVatikan214,0.1429,0.0,6,5
29,KeterShemTov,MeiratEinayim,0.1579,0.3333,12,9
29,KeterShemTov,RAMBAN,0.0811,0.3333,6,3
29,KeterShemTov,Rabenu_Bahayii,0.0952,0.2,4,5
29,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.5676,0.2069,21,29
29,KeterShemTov,UnKnownEskorial,0.1463,0.0,6,2
29,KeterShemTov,UnKnownVatikan214,0.1071,0.0,6,2
29,MeiratEinayim,RAMBAN,0.0851,0.1538,8,13
29,MeiratEinayim,Rabenu_Bahayii,0.0303,,2,0
29,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.1268,0.2222,9,9
29,MeiratEinayim,UnKnownEskorial,0.0615,0.0,4,2
29,MeiratEinayim,UnKnownVatikan214,0.0909,0.0,7,4
29,RAMBAN,Rabenu_Bahayii,0.0169,,1,0
29,RAMBAN,Ricanati_Zicaron_aharon_ed,0.0746,0.5,5,2
29,RAMBAN,UnKnownEskorial,0.0517,0.0,3,1
29,RAMBAN,UnKnownVatikan214,0.1014,0.2,7,5
29,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.0556,0.0,2,1
29,Rabenu_Bahayii,UnKnownEskorial,0.1739,0.0,4,1
29,Rabenu_Bahayii,UnKnownVatikan214,0.0244,,1,0
29,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.0833,,3,0
29,Ricanati_Zicaron_aharon_ed,UnKnownVatikan214,0.102,0.0,5,1
29,UnKnownEskorial,UnKnownVatikan214,0.2647,0.2857,9,7
3,Comment_a_shuib_Parma_68,IbnShuib,0.0286,,1,0
3,Comment_a_shuib_Parma_68,Likutim_bhml_1978,0.0833,,3,0
3,Comment_a_shuib_Parma_68,MeiratEinayim,0.0256,,1,0
3,Comment_a_shuib_Parma_68,RAMBAN,0.0323,,1,0
3,Comment_a_shuib_Parma_68,Rabenu_Bahayii,0.04,,2,0
3,IbnShuib,Likutim_bhml_1978,0.08,,2,0
3,IbnShuib,MeiratEinayim,0.0769,,2,0
3,IbnShuib,RAMBAN,0.1765,0.5,3,2
3,IbnShuib,Rabenu_Bahayii,0.0,,0,0
3,Likutim_bhml_1978,MeiratEinayim,0.0333,,1,0
3,Likutim_bhml_1978,RAMBAN,0.0455,,1,0
3,Likutim_bhml_1978,Rabenu_Bahayii,0.0238,,1,0
3,MeiratEinayim,RAMBAN,0.0,,0,0
3,MeiratEinayim,Rabenu_Bahayii,0.0,,0,0
3,RAMBAN,Rabenu_Bahayii,0.0286,,1,0
30,DaatChachamVatokan107,DaatChachamVatokan114,0.2927,0.0,12,10
30,DaatChachamVatokan107,DaatChachamVatokan214,0.0833,0.0,4,3
30,DaatChachamVatokan107,IbnShuib,0.0833,0.2857,8,7
30,DaatChachamVatokan107,KenegedAsaraMaamaritLondon847,0.12,0.5,6,6
30,DaatChachamVatokan107,KeterShemTov,0.0484,,3,0
30,DaatChachamVatokan107,MeiratEinayim,0.0702,0.0,8,5
30,DaatChachamVatokan107,RAMBAN,0.0417,0.0,3,1
30,DaatChachamVatokan107,Rabenu_Bahayii,0.0857,0.0,6,3
30,DaatChachamVatokan107,Ricanati_Zicaron_aharon_ed,0.0612,0.0,3,1
30,DaatChachamVatokan107,UnKnownEskorial,0.0893,0.0,5,2
30,DaatChachamVatokan114,DaatChachamVatokan214,0.1176,0.0,6,5
30,DaatChachamVatokan114,IbnShuib,0.101,0.3,10,10
30,DaatChachamVatokan114,KenegedAsaraMaamaritLondon847,0.1091,0.0,6,4
30,DaatChachamVatokan114,KeterShemTov,0.0769,,5,0
30,DaatChachamVatokan114,MeiratEinayim,0.114,0.0,13,14
30,DaatChachamVatokan114,RAMBAN,0.0667,0.0,5,1
30,DaatChachamVatokan114,Rabenu_Bahayii,0.1096,0.0,8,9
30,DaatChachamVatokan114,Ricanati_Zicaron_aharon_ed,0.1176,0.0,6,3
30,DaatChachamVatokan114,UnKnownEskorial,0.1,0.0,6,8
30,DaatChachamVatokan214,IbnShuib,0.1739,0.1364,16,22
30,DaatChachamVatokan214,KenegedAsaraMaamaritLondon847,0.25,0.0,12,18
30,DaatChachamVatokan214,KeterShemTov,0.1311,0.0,8,4
30,DaatChachamVatokan214,MeiratEinayim,0.125,0.0833,14,12
30,DaatChachamVatokan214,RAMBAN,0.197,0.0,13,15
30,DaatChachamVatokan214,Rabenu_Bahayii,0.1268,0.0,9,8
30,DaatChachamVatokan214,Ricanati_Zicaron_aharon_ed,0.0769,0.0,4,3
30,DaatChachamVatokan214,UnKnownEskorial,0.5116,0.2857,22,42
30,IbnShuib,KenegedAsaraMaamaritLondon847,0.1667,0.1364,16,22
30,IbnShuib,KeterShemTov,0.1204,0.0,13,8
30,IbnShuib,MeiratEinayim,0.1788,0.0667,27,30
30,IbnShuib,RAMBAN,0.1909,0.1111,21,27
30,IbnShuib,Rabenu_Bahayii,0.1186,0.0,14,16
30,IbnShuib,Ricanati_Zicaron_aharon_ed,0.08,0.0,8,5
30,IbnShuib,UnKnownEskorial,0.1471,0.1667,15,24
30,KenegedAsaraMaamaritLondon847,KeterShemTov,0.1061,0.0,7,3
30,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.1404,0.4167,16,12
30,KenegedAsaraMaamaritLondon847,RAMBAN,0.2769,0.3158,18,19
30,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.1667,0.0,12,6
30,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.1111,0.2,6,5
30,KenegedAsaraMaamaritLondon847,UnKnownEskorial,0.2321,0.3333,13,18
30,KeterShemTov,MeiratEinayim,0.121,0.0,15,10
30,KeterShemTov,RAMBAN,0.15,0.1,12,10
30,KeterShemTov,Rabenu_Bahayii,0.069,0.0,6,2
30,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.1129,0.0,7,7
30,KeterShemTov,UnKnownEskorial,0.1304,0.0,9,3
30,MeiratEinayim,RAMBAN,0.155,0.0588,20,17
30,MeiratEinayim,Rabenu_Bahayii,0.1029,0.0,14,9
30,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.115,0.0,13,15
30,MeiratEinayim,UnKnownEskorial,0.125,0.1429,15,14
30,RAMBAN,Rabenu_Bahayii,0.1319,0.0,12,6
30,RAMBAN,Ricanati_Zicaron_aharon_ed,0.0822,0.3333,6,3
30,RAMBAN,UnKnownEskorial,0.2055,0.1875,15,16
30,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.039,0.0,3,2
30,Rabenu_Bahayii,UnKnownEskorial,0.141,0.0,11,9
30,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.0484,0.3333,3,3
30_1,DaatChachamVatokan107,DaatChachamVatokan114,0.2222,0.0,4,1
30_1,DaatChachamVatokan107,IbnShuib,0.0488,,2,0
30_1,DaatChachamVatokan107,KeterShemTov,0.0,,0,0
30_1,DaatChachamVatokan107,MeiratEinayim,0.0,,0,0
30_1,DaatChachamVatokan107,RAMBAN,0.0312,,1,0
30_1,DaatChachamVatokan107,Rabenu_Bahayii,0.0,,0,0
30_1,DaatChachamVatokan107,Ricanati_Zicaron_aharon_ed,0.05,0.0,2,1
30_1,DaatChachamVatokan107,UnKnownEskorial,0.1034,0.0,3,1
30_1,DaatChachamVatokan114,IbnShuib,0.093,0.0,4,3
30_1,DaatChachamVatokan114,KeterShemTov,0.0833,0.0,3,2
30_1,DaatChachamVatokan114,MeiratEinayim,0.0714,0.0,4,4
30_1,DaatChachamVatokan114,RAMBAN,0.0882,,3,0
30_1,DaatChachamVatokan114,Rabenu_Bahayii,0.0345,,1,0
30_1,DaatChachamVatokan114,Ricanati_Zicaron_aharon_ed,0.0952,0.0,4,1
30_1,DaatChachamVatokan114,UnKnownEskorial,0.0909,0.0,3,2
30_1,IbnShuib,KeterShemTov,0.1538,0.0,8,4
30_1,IbnShuib,MeiratEinayim,0.0946,0.0,7,4
30_1,IbnShuib,RAMBAN,0.234,0.0,11,12
30_1,IbnShuib,Rabenu_Bahayii,0.0851,0.0,4,1
30_1,IbnShuib,Ricanati_Zicaron_aharon_ed,0.1552,0.2,9,5
30_1,IbnShuib,UnKnownEskorial,0.14,0.25,7,4
30_1,KeterShemTov,MeiratEinayim,0.1061,0.0,7,7
30_1,KeterShemTov,RAMBAN,0.1111,0.25,5,4
30_1,KeterShemTov,Rabenu_Bahayii,0.1316,0.2,5,5
30_1,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.18,0.3333,9,6
30_1,KeterShemTov,UnKnownEskorial,0.0652,0.0,3,1
30_1,MeiratEinayim,RAMBAN,0.0758,0.0,5,1
30_1,MeiratEinayim,Rabenu_Bahayii,0.0667,,4,0
30_1,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.1111,0.0,8,6
30_1,MeiratEinayim,UnKnownEskorial,0.0938,0.5,6,2
30_1,RAMBAN,Rabenu_Bahayii,0.0513,1.0,2,1
30_1,RAMBAN,Ricanati_Zicaron_aharon_ed,0.2128,0.1111,10,9
30_1,RAMBAN,UnKnownEskorial,0.1463,0.0,6,4
30_1,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.087,0.0,4,2
30_1,Rabenu_Bahayii,UnKnownEskorial,0.0526,,2,0
30_1,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.1667,0.2,8,5
31,Comment_a_shuib_Parma_68,DaatChachamVatokan107,0.0513,0.0,2,1
31,Comment_a_shuib_Parma_68,DaatChachamVatokan114,0.0256,,1,0
31,Comment_a_shuib_Parma_68,IbnShuib,0.082,,5,0
31,Comment_a_shuib_Parma_68,KeterShemTov,0.0139,,1,0
31,Comment_a_shuib_Parma_68,MeiratEinayim,0.0959,0.0,7,2
31,Comment_a_shuib_Parma_68,RAMBAN,0.0811,,3,0
31,Comment_a_shuib_Parma_68,Rabenu_Bahayii,0.0488,0.0,4,1
31,Comment_a_shuib_Parma_68,Ricanati_Zicaron_aharon_ed,0.0,,0,0
31,Comment_a_shuib_Parma_68,UnKnownEskorial,0.0597,0.0,4,1
31,DaatChachamVatokan107,DaatChachamVatokan114,0.2105,0.0,4,1
31,DaatChachamVatokan107,IbnShuib,0.0,,0,0
31,DaatChachamVatokan107,KeterShemTov,0.037,,2,0
31,DaatChachamVatokan107,MeiratEinayim,0.0862,0.0,5,1
31,DaatChachamVatokan107,RAMBAN,0.0,,0,0
31,DaatChachamVatokan107,Rabenu_Bahayii,0.0455,0.0,3,1
31,DaatChachamVatokan107,Ricanati_Zicaron_aharon_ed,0.0,,0,0
31,DaatChachamVatokan107,UnKnownEskorial,0.0588,0.0,3,1
31,DaatChachamVatokan114,IbnShuib,0.0213,,1,0
31,DaatChachamVatokan114,KeterShemTov,0.0377,,2,0
31,DaatChachamVatokan114,MeiratEinayim,0.0508,,3,0
31,DaatChachamVatokan114,RAMBAN,0.0476,,1,0
31,DaatChachamVatokan114,Rabenu_Bahayii,0.0303,0.0,2,1
31,DaatChachamVatokan114,Ricanati_Zicaron_aharon_ed,0.0,,0,0
31,DaatChachamVatokan114,UnKnownEskorial,0.0392,1.0,2,1
31,IbnShuib,KeterShemTov,0.08,0.0,6,2
31,IbnShuib,MeiratEinayim,0.1579,0.1429,12,7
31,IbnShuib,RAMBAN,0.1163,0.0,5,2
31,IbnShuib,Rabenu_Bahayii,0.093,0.0,8,3
31,IbnShuib,Ricanati_Zicaron_aharon_ed,0.027,0.0,1,1
31,IbnShuib,UnKnownEskorial,0.0972,0.0,7,1
31,KeterShemTov,MeiratEinayim,0.0556,0.0,5,3
31,KeterShemTov,RAMBAN,0.0185,,1,0
31,KeterShemTov,Rabenu_Bahayii,0.0745,0.0,7,7
31,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.0,,0,0
31,KeterShemTov,UnKnownEskorial,0.0617,0.0,5,1
31,MeiratEinayim,RAMBAN,0.1071,0.0,6,3
31,MeiratEinayim,Rabenu_Bahayii,0.1489,0.1111,14,9
31,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.0196,0.0,1,1
31,MeiratEinayim,UnKnownEskorial,0.1071,0.0,9,5
31,RAMBAN,Rabenu_Bahayii,0.0625,0.0,4,4
31,RAMBAN,Ricanati_Zicaron_aharon_ed,0.0,,0,0
31,RAMBAN,UnKnownEskorial,0.1042,0.3333,5,3
31,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.0,,0,0
31,Rabenu_Bahayii,UnKnownEskorial,0.1124,0.0,10,6
31,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.0238,0.0,1,1
32,DaatChachamVatokan107,DaatChachamVatokan114,0.4667,0.2391,35,46
32,DaatChachamVatokan107,IbnShuib,0.0899,0.0,8,1
32,DaatChachamVatokan107,KeterShemTov,0.075,0.0,9,2
32,DaatChachamVatokan107,MeiratEinayim,0.0588,0.0,9,3
32,DaatChachamVatokan107,RAMBAN,0.0353,,3,0
32,DaatChachamVatokan107,Rabenu_Bahayii,0.069,0.0,8,6
32,DaatChachamVatokan107,Ricanati_Zicaron_aharon_ed,0.1027,0.0,15,9
32,DaatChachamVatokan114,IbnShuib,0.0814,0.0,7,1
32,DaatChachamVatokan114,KeterShemTov,0.0504,,6,0
32,DaatChachamVatokan114,MeiratEinayim,0.0676,0.0,10,5
32,DaatChachamVatokan114,RAMBAN,0.0244,,2,0
32,DaatChachamVatokan114,Rabenu_Bahayii,0.0526,0.0,6,5
32,DaatChachamVatokan114,Ricanati_Zicaron_aharon_ed,0.1056,0.0,15,8
32,IbnShuib,KeterShemTov,0.12,0.1667,12,6
32,IbnShuib,MeiratEinayim,0.1417,0.12,18,25
32,IbnShuib,RAMBAN,0.1833,0.2857,11,7
32,IbnShuib,Rabenu_Bahayii,0.1031,0.0,10,5
32,IbnShuib,Ricanati_Zicaron_aharon_ed,0.1077,0.1429,14,7
32,KeterShemTov,MeiratEinayim,0.1645,0.0741,25,27
32,KeterShemTov,RAMBAN,0.0619,0.0,6,1
32,KeterShemTov,Rabenu_Bahayii,0.121,0.0,15,3
32,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.1812,0.0,27,32
32,MeiratEinayim,RAMBAN,0.0625,0.2,8,5
32,MeiratEinayim,Rabenu_Bahayii,0.1391,0.1579,21,19
32,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.1359,0.0,25,17
32,RAMBAN,Rabenu_Bahayii,0.0316,0.0,3,1
32,RAMBAN,Ricanati_Zicaron_aharon_ed,0.0547,0.3333,7,3
32,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.1633,0.1071,24,28
4,DaatChachamVatokan107,DaatChachamVatokan114,0.2778,0.5,5,4
4,DaatChachamVatokan107,IbnShuib,0.0851,,4,0
4,DaatChachamVatokan107,KenegedAsaraMaamaritLondon847,0.1111,0.0,2,3
4,DaatChachamVatokan107,KeterShemTov,0.15,0.0,3,1
4,DaatChachamVatokan107,KeterShemTovMS_L,0.08,0.0,2,1
4,DaatChachamVatokan107,Likutim_bhml_1978,0.087,,2,0
4,DaatChachamVatokan107,MeiratEinayim,0.0808,0.0,8,7
4,DaatChachamVatokan107,RAMBAN,0.1154,,3,0
4,DaatChachamVatokan107,Rabenu_Bahayii,0.082,0.0,5,2
4,DaatChachamVatokan107,Ricanati_Zicaron_aharon_ed,0.0,,0,0
4,DaatChachamVatokan107,SaportaOxford1645,0.0732,0.0,3,4
4,DaatChachamVatokan107,UnKnownEskorial,0.0541,,2,0
4,DaatChachamVatokan114,IbnShuib,0.0638,,3,0
4,DaatChachamVatokan114,KenegedAsaraMaamaritLondon847,0.1176,0.0,2,5
4,DaatChachamVatokan114,KeterShemTov,0.1579,0.0,3,3
4,DaatChachamVatokan114,KeterShemTovMS_L,0.0833,0.0,2,2
4,DaatChachamVatokan114,Likutim_bhml_1978,0.0435,,1,0
4,DaatChachamVatokan114,MeiratEinayim,0.0291,0.0,3,5
